date,location,change
2020-09-25,Dublin 11,-7.06
2020-09-25,Waterford,-10.0
2020-09-25,Cork City,-3.05
2020-09-25,Meath,-2.89
2020-09-25,Louth,-4.27
2020-09-25,Louth,-2.9
2020-09-25,Limerick City,11.11
2020-09-25,Mayo,-6.25
2020-09-25,Wicklow,-2.78
2020-09-25,Co. Mayo,-8.0
2020-09-25,Wicklow,-18.18
2020-09-25,West Cork,-9.55
2020-09-25,Dublin 5,7.14
2020-09-25,West Cork,-20.8
2020-09-25,Co. Kildare,7.5
2020-09-24,Co. Limerick,-5.77
2020-09-24,P51 XY10,-5.14
2020-09-24,P51 C9E2,-11.65
2020-09-24,Wexford,5.26
2020-09-24,County Down,-47.83
2020-09-24,Cavan,10.0
2020-09-24,Dublin 4,-8.33
2020-09-24,Dublin 5,-3.45
2020-09-24,Roscommon,-16.67
2020-09-24,Wexford,-10.91
2020-09-24,Donegal,-5.78
2020-09-24,Louth,-1.8
2020-09-24,County Dublin,-5.08
2020-09-24,E32X761,8.0
2020-09-24,Y35 H5X2,-10.61
2020-09-24,Mayo,-4.4
2020-09-24,Co. Kildare,-3.86
2020-09-24,Greenpark West,-4.76
2020-09-24,Meath,-6.06
2020-09-24,Cavan,-1.0
2020-09-24,Cork,22.22
2020-09-23,Co. Limerick,-10.26
2020-09-23,Westmeath,-2.38
2020-09-23,N37A6R9,-7.81
2020-09-23,X91 A0C9,-3.93
2020-09-23,Dublin 12,-4.12
2020-09-23,Dublin 8,-6.25
2020-09-23,Dublin 15,-5.28
2020-09-23,Cashel,2.7
2020-09-23,Clonteens,-5.86
2020-09-23,Sligo,-8.7
2020-09-23,Waterford,-5.88
2020-09-23,H54 YR53,-2.26
2020-09-23,Wicklow,-3.26
2020-09-23,Co. Kildare,-7.54
2020-09-23,Dublin 2,-4.05
2020-09-23,Westmeath,18.52
2020-09-23,F45 WK53,5.56
2020-09-23,Donegal,40.0
2020-09-23,R14 DX57,-4.78
2020-09-23,Galway,-8.3
2020-09-23,Donegal,-5.1
2020-09-23,Mayo,-44.44
2020-09-23,Tipperary,-8.57
2020-09-23,Donegal,-30.77
2020-09-23,Cork City,-2.56
2020-09-23,Kilkenny,-64.29
2020-09-23,Waterford,2.08
2020-09-23,Tipperary,-6.88
2020-09-23,Kildare,-3.08
2020-09-23,Dublin 12,-7.06
2020-09-23,Donegal,-1.75
2020-09-23,Wicklow,-1.54
2020-09-23,Dublin 15,9.09
2020-09-22,Co. Limerick,-7.14
2020-09-22,Wicklow,-24.0
2020-09-22,Wexford,-1.76
2020-09-22,Dublin 12,-10.34
2020-09-22,Dublin 6W,-8.33
2020-09-22,Dublin 14,-2.88
2020-09-22,Dublin 6W,-8.33
2020-09-22,Dublin 8,-5.66
2020-09-22,Co. Limerick,-20.0
2020-09-22,Wicklow,-7.89
2020-09-22,Crumlin,-3.57
2020-09-22,Dublin 11,-6.93
2020-09-22,Dublin 11,-3.39
2020-09-22,Cavan,-37.5
2020-09-22,Limerick,-21.43
2020-09-22,Dublin 4,-8.31
2020-09-22,Dublin 14,-19.18
2020-09-22,Co. Dublin K32 W084,-4.79
2020-09-22,Dublin 9,-6.24
2020-09-22,Cork,-17.72
2020-09-22,Dublin 6,-5.06
2020-09-22,Dublin 4,-10.32
2020-09-22,Westmeath,2.33
2020-09-22,Dublin 24,-3.51
2020-09-22,Sligo,-7.41
2020-09-22,Dublin,-5.41
2020-09-22,Galway,-3.26
2020-09-22,County Dublin,-4.13
2020-09-22,Galway,-5.88
2020-09-22,Dublin,-6.38
2020-09-22,Galway,-3.77
2020-09-22,E34 EH21,-11.56
2020-09-22,Co. Dublin,-6.0
2020-09-22,West Cork,-8.16
2020-09-21,Dublin,-6.05
2020-09-21,Co. Waterford,7.75
2020-09-21,V93 XW27,5.13
2020-09-21,Co Limerick,-12.73
2020-09-21,Co. Wicklow,-3.51
2020-09-21,H54 TD28,-13.04
2020-09-21,Donegal,-6.7
2020-09-21,Carlow,-3.75
2020-09-21,Wexford,2.41
2020-09-21,Galway,-2.94
2020-09-21,Donegal,-8.8
2020-09-21,Cork,-8.0
2020-09-21,Carlow,-3.75
2020-09-21,Limerick,-31.82
2020-09-21,Kerry,-4.88
2020-09-21,Mayo,-2.23
2020-09-21,D24 NH66,-3.45
2020-09-21,Longford,-3.85
2020-09-21,Galway,1.47
2020-09-21,Galway,-0.72
2020-09-21,Galway,1.47
2020-09-21,Dublin,0.65
2020-09-21,Co. Kildare,3.03
2020-09-21,Galway City,-5.45
2020-09-21,Kerry,-12.5
2020-09-21,Longford,-3.14
2020-09-21,Meath,-9.71
2020-09-21,Kildare,-7.06
2020-09-21,Kildare,-7.69
2020-09-21,Dublin,-3.51
2020-09-21,Kilkenny,-3.11
2020-09-21,Co. Dublin,-10.0
2020-09-21,Galway,2.33
2020-09-21,Mayo,35.14
2020-09-21,Donegal,-2.73
2020-09-21,Limerick,1.72
2020-09-21,Cork,12.5
2020-09-21,Dublin 6,-4.92
2020-09-20,Dublin 7,1.52
2020-09-20,Dublin 15,12.24
2020-09-19,West Cork,-8.0
2020-09-19,Cork,-8.89
2020-09-19,Co. Waterford,-8.06
2020-09-18,P51 YV26,-10.81
2020-09-18,Dublin 6,-7.14
2020-09-18,Dublin 4,-4.38
2020-09-18,West Cork,25.0
2020-09-18,Wicklow,-6.52
2020-09-18,Co. Kildare,-7.59
2020-09-18,Dublin 6,-4.08
2020-09-18,Longford,-4.55
2020-09-18,County Dublin,-3.85
2020-09-18,County Dublin,-1.93
2020-09-18,Louth,-3.57
2020-09-18,N37 HD56,-23.75
2020-09-18,Dublin,4.29
2020-09-18,Clare,-14.04
2020-09-18,Waterford,-3.43
2020-09-18,R32HEF6,-2.5
2020-09-18,R95 Y2V9,-3.23
2020-09-18,Wicklow,-0.33
2020-09-18,Dublin 8,-5.48
2020-09-18,Carlow,-10.0
2020-09-18,Tipperary,-14.49
2020-09-18,Carlow,8.33
2020-09-18,Wexford,22.22
2020-09-18,Dublin 7,-14.29
2020-09-18,Waterford,-13.33
2020-09-18,County Dublin,-3.13
2020-09-18,Dublin 14,-3.64
2020-09-18,Tipperary,-6.25
2020-09-18,Mayo,50.0
2020-09-17,Wicklow,2.9
2020-09-17,Dublin 3 DO3 EOKO,6.67
2020-09-17,D18 V3K0,-10.0
2020-09-17,Roscommon,16.95
2020-09-17,Waterford,-12.06
2020-09-17,Louth,-16.84
2020-09-17,Co Westmeath,-8.21
2020-09-17,Co Donegal,-8.89
2020-09-17,Kilkenny,-3.33
2020-09-17,Dublin 8,-1.85
2020-09-17,Co. Limerick,-7.42
2020-09-17,Westmeath,-2.13
2020-09-17,Dublin 5,-11.76
2020-09-17,Clare,-15.71
2020-09-17,Donegal,-5.99
2020-09-17,Dublin 15,7.55
2020-09-17,Dublin 1,-11.39
2020-09-17,Dublin 12,-5.71
2020-09-17,Dublin 18,-5.03
2020-09-17,V92 X2HV,-4.08
2020-09-17,W91 P9W7,-2.7
2020-09-17,Wicklow,-12.5
2020-09-17,Meath,-12.0
2020-09-17,County Dublin,3.48
2020-09-17,Wicklow,-3.85
2020-09-17,Mayo,-2.38
2020-09-17,Roscommon,40.0
2020-09-17,Dublin 9,-4.88
2020-09-17,Dublin 8,8.57
2020-09-17,Dublin 24,-2.5
2020-09-16,Carlow,-4.44
2020-09-16,Dublin 24,-2.2
2020-09-16,Co. Dublin,1.67
2020-09-16,Co. Dublin,5.06
2020-09-16,Galway,-3.24
2020-09-16,E21 Y827,-25.42
2020-09-16,Co. Dublin,-4.79
2020-09-16,Dublin 15,13.16
2020-09-16,N39 T0X9,18.75
2020-09-16,Co. Kildare,-30.0
2020-09-16,Limerick,-7.41
2020-09-16,Galway,-18.41
2020-09-16,Galway,-9.23
2020-09-16,Kilkenny,-17.14
2020-09-16,Dublin 9,-4.26
2020-09-16,Carlow,4.65
2020-09-16,Carlow,-4.44
2020-09-16,Galway,-25.0
2020-09-16,Wicklow,-2.63
2020-09-16,Cork,-3.64
2020-09-16,Co. Wexford,2.78
2020-09-16,Co. Wexford,4.35
2020-09-16,Co. Wexford,1.67
2020-09-16,Cork City,-2.13
2020-09-16,Co Carlow,6.38
2020-09-16,D24 CXH4,-5.45
2020-09-16,Co. Louth,6.67
2020-09-16,Dublin 9,-3.46
2020-09-16,Roscommon,-18.18
2020-09-16,Wicklow,-5.88
2020-09-16,Waterford,-3.05
2020-09-16,Wicklow,-9.09
2020-09-16,Cork,-4.26
2020-09-16,Dublin,-9.09
2020-09-15,Dublin 2,-3.9
2020-09-15,Co. Dublin,-7.69
2020-09-15,Westmeath,-4.62
2020-09-15,Dublin 4,2.17
2020-09-15,Dublin 6,-8.0
2020-09-15,Wicklow,-7.32
2020-09-15,Cavan,-2.61
2020-09-15,Wicklow,-1.89
2020-09-15,Wexford,-5.0
2020-09-15,Kerry,-13.91
2020-09-15,Dublin 18,-3.23
2020-09-15,Dublin,-4.35
2020-09-15,Dublin 9,-0.58
2020-09-15,Co. Dublin K34 T382,-6.47
2020-09-15,Dublin,-1.54
2020-09-15,Co. Kildare,21.95
2020-09-15,F28 Y0E4,-6.53
2020-09-15,Co. Meath,-1.52
2020-09-15,Sligo,20.0
2020-09-15,Mayo,-8.33
2020-09-15,Co. Limerick,-3.85
2020-09-15,Kildare,-5.88
2020-09-15,Meath,11.11
2020-09-15,Bagenalstown,-5.66
2020-09-15,Kilkenny,-5.41
2020-09-15,Meath,-3.85
2020-09-15,Co Clare,-13.75
2020-09-15,Offaly,5.0
2020-09-15,Mayo,17.24
2020-09-15,Co. Mayo,20.0
2020-09-15,Lakepoint,-2.44
2020-09-15,Wexford,-1.67
2020-09-15,Dublin 24,2.0
2020-09-15,Dublin 16,6.36
2020-09-15,Dublin 24,9.59
2020-09-15,Dublin 16,4.65
2020-09-15,Dublin 24,16.13
2020-09-15,Dublin 24,9.64
2020-09-15,Dublin 16,8.33
2020-09-15,Dublin 14,11.11
2020-09-15,Dublin 24,5.97
2020-09-15,Dublin 24,3.23
2020-09-15,Dublin 24,4.0
2020-09-15,Dublin 24,4.0
2020-09-14,Dublin 18,9.38
2020-09-14,Co. Limerick,-1.49
2020-09-14,Dublin,-5.06
2020-09-14,Y25TX40,-4.29
2020-09-14,Tipperary,-46.15
2020-09-14,Laois,-9.64
2020-09-14,Cork,-6.0
2020-09-14,Old Road,-7.69
2020-09-14,Donegal,-3.79
2020-09-14,Dublin 7,-1.67
2020-09-14,Wexford,33.44
2020-09-14,Wexford,4.91
2020-09-14,Waterford,-3.3
2020-09-14,Co. Kildare,-7.02
2020-09-14,Limerick,-7.71
2020-09-14,Louth,11.11
2020-09-14,Wicklow,-22.99
2020-09-14,Kilkenny,-9.09
2020-09-14,West Cork,-11.11
2020-09-14,West Cork,-4.55
2020-09-14,Carlow,-3.97
2020-09-14,Tipperary,-11.36
2020-09-14,Kilkenny,-15.38
2020-09-14,Dublin 2,-7.14
2020-09-12,Cork,-9.09
2020-09-12,Leitrim,-8.03
2020-09-12,Clare,-14.73
2020-09-12,Co. Dublin,12.0
2020-09-11,Waterford,-5.04
2020-09-11,Clare,9.17
2020-09-11,Carlow,-11.24
2020-09-11,Y25RD42,3.77
2020-09-11,Dublin,-3.41
2020-09-11,Cork,-14.43
2020-09-11,Co. Galway,-25.71
2020-09-11,West Cork,5.88
2020-09-11,Dublin 3,-3.85
2020-09-11,West Cork,15.68
2020-09-11,Dublin 4,-4.44
2020-09-11,Dublin 4,-2.53
2020-09-11,Westmeath,-5.88
2020-09-11,Dublin 11,-6.78
2020-09-11,Galway,-4.08
2020-09-11,Wexford,-1.76
2020-09-11,Carlow,-12.0
2020-09-11,Westmeath,-4.6
2020-09-11,Co. Cork,5.26
2020-09-11,Co. Cork,1.16
2020-09-11,Co. Cork,4.03
2020-09-11,Co. Cork,4.2
2020-09-11,Wicklow,-6.78
2020-09-11,Co Leitrim N41 V4K6,-16.22
2020-09-11,Offaly,-13.27
2020-09-11,Cork,-10.1
2020-09-11,Dublin 2,-6.67
2020-09-11,Dublin 1,-4.55
2020-09-11,Co Kilkenny,-3.23
2020-09-11,Cavan,-40.0
2020-09-11,Wexford,-7.44
2020-09-11,Galway,3.5
2020-09-11,Galway,-9.09
2020-09-11,Dublin,-11.98
2020-09-10,Co. Donegal,-12.0
2020-09-10,Dublin 16,-5.75
2020-09-10,Co. Meath,-2.94
2020-09-10,Roscommon,-19.44
2020-09-10,Mayo,-24.05
2020-09-10,Cork,-14.29
2020-09-10,Longford,-12.22
2020-09-10,Dublin,-27.03
2020-09-10,Co. Cavan,3.03
2020-09-10,Cork,-2.5
2020-09-10,Wicklow,-2.56
2020-09-10,Y25VP70,-3.17
2020-09-10,Limerick,3.08
2020-09-10,Roscommon,-9.09
2020-09-10,Dublin 14,-7.75
2020-09-10,Wicklow,-2.63
2020-09-10,Cork,-2.64
2020-09-10,R93 KW8,-1.61
2020-09-10,Co. Carlow,-5.0
2020-09-10,Kerry,21.21
2020-09-10,Co. Carlow,-5.41
2020-09-10,Dublin,-3.11
2020-09-10,Limerick,-4.0
2020-09-10,R93 V256,-1.61
2020-09-10,Roscommon,10.0
2020-09-10,Wicklow,-6.3
2020-09-10,Wicklow,-8.03
2020-09-10,Kerry,1.43
2020-09-10,Dublin 11,4.55
2020-09-10,Zone A Mullingar Business Park,12.82
2020-09-10,Cork,-14.29
2020-09-10,Dublin 6W,-3.08
2020-09-10,Laois,-5.0
2020-09-09,Dublin 8,13.51
2020-09-09,Limerick City,10.0
2020-09-09,Co. Kildare,1.01
2020-09-09,Co. Kerry,-5.66
2020-09-09,Rathcaled,-8.34
2020-09-09,Longford,1.85
2020-09-09,County Dublin,-4.11
2020-09-09,Co. Dublin,-10.61
2020-09-09,Dublin 9,-6.33
2020-09-09,Dublin 9,-5.67
2020-09-09,Co. Westmeath,-12.22
2020-09-09,Waterford,-12.73
2020-09-09,Cork,-6.12
2020-09-09,Sligo,-5.75
2020-09-09,Dublin 3,-8.86
2020-09-09,Co. Limerick,-50.0
2020-09-09,Mayo,-8.42
2020-09-09,Dublin 11,-3.9
2020-09-09,Wicklow,-5.88
2020-09-09,Limerick City,-12.35
2020-09-09,Co Meath A82P3K6,-5.71
2020-09-09,Dublin 6,-10.0
2020-09-09,Carlow,-14.29
2020-09-09,Co. Offaly,12.86
2020-09-09,Dublin 1,-7.14
2020-09-09,Dublin 4,-1.39
2020-09-09,Dublin 3 DO3 AW29,-4.14
2020-09-09,Dublin 12,7.69
2020-09-08,Co. Meath C15 V8K6,-5.88
2020-09-08,Co. Wicklow,-2.71
2020-09-08,Dublin 14,6.02
2020-09-08,Co Tipperary,7.14
2020-09-08,Louth,-4.04
2020-09-08,Dublin 8,-5.05
2020-09-08,Meath,6.06
2020-09-08,Y21 V0C9,7.69
2020-09-08,Co. Limerick,5.88
2020-09-08,Co. Kilkenny,8.33
2020-09-08,Co. Louth,3.57
2020-09-08,Wicklow,-4.65
2020-09-08,Dublin 2,-8.8
2020-09-08,Dublin,18.64
2020-09-08,Dublin 2,-16.52
2020-09-08,Dublin 2,-12.5
2020-09-08,E41 PY68,-5.66
2020-09-08,Mayo,-7.58
2020-09-08,Limerick,-4.65
2020-09-08,Dublin 14,-2.46
2020-09-08,Co Cavan  H12 E192,-6.67
2020-09-08,Co Meath   C15YT22,-3.03
2020-09-08,Co Meath   C15YT22,-3.03
2020-09-08,Laois,-3.08
2020-09-08,Y35 FP83,-7.89
2020-09-08,Dublin 7,-5.8
2020-09-08,Co. Dublin K32 T853,-2.52
2020-09-08,Tipperary,11.11
2020-09-08,Mayo,-4.4
2020-09-08,Waterford,-6.06
2020-09-08,F28 K265,-5.22
2020-09-08,X91 YKR6,-7.55
2020-09-08,Offaly,-4.41
2020-09-08,Carlow,0.89
2020-09-08,Co. Limerick,-5.03
2020-09-08,Dublin 11,-5.48
2020-09-08,Louth,-6.88
2020-09-08,Donegal,-6.15
2020-09-07,Co. Carlow,-11.11
2020-09-07,Co. Limerick,-4.12
2020-09-07,Dublin 18,-3.03
2020-09-07,Dublin 11,-4.55
2020-09-07,A83 P380,11.43
2020-09-07,Cork,3.85
2020-09-07,Co. Dublin,-7.75
2020-09-07,West Cork,-22.5
2020-09-07,F26 W3Y6,-3.13
2020-09-07,E34 XD93,-5.42
2020-09-07,Dublin 7,-5.08
2020-09-07,X35 KV56,-2.51
2020-09-07,Dublin 7,1.64
2020-09-07,Cork,-1.4
2020-09-07,Dublin 12,-7.41
2020-09-07,Dublin 11,-3.8
2020-09-07,Wexford,10.47
2020-09-07,Offaly,-9.52
2020-09-07,Cork,-4.44
2020-09-07,Limerick,-22.22
2020-09-07,Dublin 1,-2.45
2020-09-07,Co. Kildare,3.33
2020-09-07,Laois,1.35
2020-09-07,Galway City,3.8
2020-09-07,Clare,-28.57
2020-09-07,Kerry,-3.85
2020-09-06,Wexford,-7.14
2020-09-05,Tipperary,-14.33
2020-09-05,Dublin 9,-8.92
2020-09-04,A67HD73,-5.0
2020-09-04,Donegal,5.88
2020-09-04,Cork,-25.0
2020-09-04,Mayo,-8.51
2020-09-04,Co. Dublin,3.58
2020-09-04,Donegal,-11.92
2020-09-04,Clare,-21.43
2020-09-04,Galway,-5.26
2020-09-04,Co. Kildare,-5.45
2020-09-04,Dublin 3,-5.08
2020-09-04,Co Clare,1.92
2020-09-04,Mayo,-10.0
2020-09-04,Dublin 9,4.65
2020-09-04,Dublin 14,-33.33
2020-09-04,Longford,-5.71
2020-09-04,Wicklow,-1.36
2020-09-04,P51VF8K,-40.0
2020-09-04,P51NX6R,-40.0
2020-09-04,Dublin 11,-4.81
2020-09-04,Roscommon,-6.67
2020-09-04,Louth,5.56
2020-09-04,Co. Mayo,4.35
2020-09-03,Dublin 18,-8.86
2020-09-03,Cork,9.76
2020-09-03,Longford,-7.5
2020-09-03,P85 AY72,-11.24
2020-09-03,Co. Limerick,-6.9
2020-09-03,Tipperary,-7.55
2020-09-03,Waterford,-2.22
2020-09-03,Waterford,2.27
2020-09-03,Waterford,12.82
2020-09-03,Wicklow,-2.94
2020-09-03,Galway,-4.8
2020-09-03,Dublin 8,-2.53
2020-09-03,Dublin 17,2.94
2020-09-03,County Dublin,-5.56
2020-09-03,Dublin 6W,-12.5
2020-09-03,Dublin 1,-3.51
2020-09-03,V92 Y7D1,-4.17
2020-09-03,Co.Kerry,-13.33
2020-09-03,Dublin 24,-2.35
2020-09-03,W91 N9K0,-2.97
2020-09-03,Dublin 4,-9.33
2020-09-03,Dublin 20,-4.44
2020-09-03,Co. Tipperary,-13.33
2020-09-03,Wexford,8.7
2020-09-03,Cavan,-7.66
2020-09-03,Galway,27.78
2020-09-03,Kerry,11.17
2020-09-03,Co. Kerry,1.43
2020-09-03,E41DN36,-3.57
2020-09-03,Cavan,-4.52
2020-09-03,Offaly,-3.43
2020-09-03,County Dublin,15.0
2020-09-03,Dublin 4,-6.72
2020-09-03,Galway City,-5.66
2020-09-02,P17 HY92,-7.89
2020-09-02,P17 W984,-7.89
2020-09-02,Co. Dublin K32 A409,-2.33
2020-09-02,Cork,6.67
2020-09-02,Dublin 2,17.47
2020-09-02,Laois,-6.9
2020-09-02,Meath,7.02
2020-09-02,Offaly,54.05
2020-09-02,Donegal,65.71
2020-09-02,Co. Cork,6.15
2020-09-02,Co. Limerick,-17.24
2020-09-02,Wexford,-4.44
2020-09-02,Donegal,-4.11
2020-09-02,P51TDC1,-12.22
2020-09-02,Wexford,-3.19
2020-09-02,Cork,-6.0
2020-09-02,E91W978,-2.0
2020-09-02,Galway City,-3.68
2020-09-02,Tipperary,-4.12
2020-09-02,Cork,3.51
2020-09-02,Cork,2.76
2020-09-02,X91 ED7X,-15.31
2020-09-02,R32FK63,-17.08
2020-09-02,Tipperary,-13.27
2020-09-02,Dublin 9,-21.3
2020-09-02,Dublin 3,-17.43
2020-09-01,N37 HD56,31.14
2020-09-01,Dublin 9,-11.39
2020-09-01,V95 A9XN,-2.56
2020-09-01,Dublin 5,-4.84
2020-09-01,Dublin 9,-2.87
2020-09-01,Galway,14.29
2020-09-01,Dublin 24,-7.81
2020-09-01,Louth,-5.17
2020-09-01,Co. Cork,-1.97
2020-09-01,Wicklow,-13.64
2020-09-01,Donegal,-3.36
2020-09-01,Dublin 5,5.08
2020-09-01,Mayo,2.0
2020-09-01,Kerry,-7.94
2020-09-01,V14 RH48,-3.33
2020-09-01,Dublin 10,-5.29
2020-09-01,Dublin,-4.84
2020-09-01,Co. Dublin K32 YK44,-1.98
2020-09-01,Wicklow,-1.25
2020-09-01,West Cork,-31.58
2020-09-01,Dublin 18,-2.94
2020-09-01,Galway City,-6.13
2020-09-01,Louth,-5.56
2020-09-01,A67 P278,-5.71
2020-09-01,D18 T2R0,-9.17
2020-09-01,Kildare,-4.41
2020-09-01,Dublin 8,-6.98
2020-09-01,E91 PF84,-5.66
2020-09-01,Co. Dublin K32P235,-18.42
2020-09-01,Co. Dublin K32 TP66,-4.27
2020-09-01,Athy,-6.06
2020-09-01,Dublin 13,-7.55
2020-09-01,County Dublin,9.09
2020-09-01,Co. Westmeath,-18.33
2020-09-01,Co. Dublin,-7.5
2020-09-01,Dublin 4,-4.04
2020-09-01,West Cork,20.0
2020-09-01,Westmeath,3.33
2020-09-01,Tipperary,-4.12
2020-08-31,Co. Sligo,-4.0
2020-08-31,Dublin 3,-17.65
2020-08-31,Westmeath,-10.81
2020-08-31,Waterford,-3.85
2020-08-31,Cork City,12.87
2020-08-31,Tipperary,-10.2
2020-08-31,Meath,-1.64
2020-08-31,Co. Waterford,-2.68
2020-08-31,Dublin 2,-8.65
2020-08-31,Dublin 14,-6.47
2020-08-31,Kilkenny,-7.63
2020-08-31,Dublin 16,3.48
2020-08-31,West Cork,-4.29
2020-08-31,Dublin 24,-8.28
2020-08-31,Limerick,-3.24
2020-08-31,Dublin,14.81
2020-08-31,Laois,-1.3
2020-08-31,Cork,-33.33
2020-08-31,Cork,-33.33
2020-08-31,Wexford,6.98
2020-08-31,Co. Meath,-8.11
2020-08-31,Westmeath,-2.33
2020-08-31,Co. Dublin,-4.55
2020-08-31,Tipperary,26.97
2020-08-31,Galway,-1.79
2020-08-31,Offaly,-7.14
2020-08-31,Offaly,-15.63
2020-08-31,Wexford,2.22
2020-08-31,Dublin 9,-5.13
2020-08-31,Cork,2.5
2020-08-31,Dublin 9,-12.13
2020-08-31,Laois,-2.78
2020-08-31,Cork,-2.0
2020-08-29,Tipperary,3.85
2020-08-29,Co Waterford,-11.54
2020-08-28,Dublin 8,11.86
2020-08-28,County Dublin,-1.75
2020-08-28,Co. Laois,-15.0
2020-08-28,Wexford,-6.67
2020-08-28,Co. Wicklow,-2.86
2020-08-28,P12TN27,-20.45
2020-08-28,Westmeath,-2.35
2020-08-28,W23 HD00,-4.77
2020-08-28,Y21 F544,-7.82
2020-08-28,Kildare,-1.97
2020-08-28,Roscommon,-25.0
2020-08-28,Dublin 16,4.0
2020-08-28,Dublin 8,18.18
2020-08-28,Dublin 18,-3.88
2020-08-28,Kerry,-5.56
2020-08-28,Dublin 16,-1.39
2020-08-28,Co. Carlow,-4.27
2020-08-28,D15 NHN7.,-5.88
2020-08-28,Waterford,-4.14
2020-08-28,Cork,-6.47
2020-08-28,Cavan,-10.0
2020-08-28,Wexford,-5.41
2020-08-28,Wexford,-11.65
2020-08-28,Meath,-2.93
2020-08-28,Mayo,-22.22
2020-08-28,Co Dublin K78 C527,-4.82
